shell,bin,ring,frequency,Data,index
0,2.0,17.0,0.0021645021645021645,0.0021645021645021645,1265
0,3.0,17.0,0.0017102239324461547,0.0017102239324461547,1266
0,3.0,18.0,0.0024851691518358184,0.0024851691518358184,1413
0,2.0,18.0,0.002271391160280049,0.002271391160280049,1412
0,4.0,17.0,0.0003741114852225963,0.0003741114852225963,1267
0,4.0,18.0,0.00042755598311153866,0.00042755598311153866,1414
